name,psnr,ssim
B0004002C.jpg,31.085712740984274,0.9928026099882277
B0004003C.jpg,31.10573836441757,0.9920084426754712
B0004004C.jpg,31.2041512704706,0.9966397057824147
B0004005C.jpg,31.27613445612439,0.9956815064042291
B0004006C.jpg,31.217353576358448,0.996078712337365
B0004007C.jpg,32.46926173172878,0.9929621748504907
B0004008C.jpg,31.57871273342562,0.9918342391016011
B0004009C.jpg,31.0245644812605,0.9890399190184517
B000400AC.jpg,31.044642877182298,0.9945251143756106
B000400BC.jpg,30.817991452024252,0.990585402911353
B000400CC.jpg,29.727228704213843,0.9879159718578663
B000400DC.jpg,30.68058736980538,0.9822945525403888
B000400EC.jpg,30.577093596755187,0.9858521981875042
B000400FC.jpg,30.868839818282655,0.9910334437030413
B0004010C.jpg,32.067487652800914,0.9970571528420469
B0004011C.jpg,32.89895242097317,0.9960714073270186
B0004012C.jpg,27.325475668331897,0.9829781213748361
B0004013C.jpg,27.634533451764057,0.9787377215985669
B0004014C.jpg,30.676661768562596,0.9830931939581045
B0004015C.jpg,26.704922288596983,0.967508687966141
B0004016C.jpg,26.295227094542447,0.9874882825902027
B0004017C.jpg,31.63471869760576,0.991111625640983
B0004018C.jpg,28.810229288335883,0.9761704955003255
B0004019C.jpg,30.351135750981495,0.9873737592613618
B000401AC.jpg,27.42383000430908,0.9666932921495498
B000401BC.jpg,23.615637974332802,0.9151015393201162
B000401CC.jpg,27.220592200555302,0.9461303073848971
B000401DC.jpg,30.237847765999987,0.9791493105935895
B000401EC.jpg,31.97928902111585,0.9891928103738999
B000401FC.jpg,32.67758824411732,0.9953404207902637
B0004020C.jpg,33.04548861052677,0.9955853625377313
B0004021C.jpg,30.700183861466797,0.9880225251394669
B0004022C.jpg,29.10476008929004,0.983646889882685
B0004023C.jpg,32.59310612496136,0.997880680428247
B0004024C.jpg,32.87174650658962,0.9975882114252854
B0004025C.jpg,28.24483181894132,0.9858105180596419
B0004026C.jpg,32.53881435585718,0.9961000636026722
B0004027C.jpg,31.073226632718228,0.9886233945366223
B0004028C.jpg,25.968317799030164,0.9858243244394818
B0004029C.jpg,30.924936651626794,0.9756184431775884
B000402AC.jpg,25.875066206953132,0.9770593153493088
B000402BC.jpg,31.41891246394467,0.9752937377207752
B000402CC.jpg,27.869123001593195,0.9765120919480352
B000402DC.jpg,24.110369315049688,0.9556773083030756
B000402EC.jpg,31.360715545741044,0.9912993240798332
B000402FC.jpg,27.399066682191968,0.9879672672274757
B0004030C.jpg,29.6767044826723,0.9849912855986458
B0004031C.jpg,28.274634586394313,0.9570391485525891
B0004032C.jpg,27.205384834133802,0.9510196818791438
B0004033C.jpg,28.442788797518986,0.9605363608966814
B0004034C.jpg,25.485065099692996,0.9475794245715838
B0004035C.jpg,33.092552433183805,0.9944340944804223
B0004036C.jpg,32.870036457279625,0.9961900457882169
B0004037C.jpg,33.41059659199596,0.9956874038765283
B0004038C.jpg,33.822589887206554,0.9945528642109308
B0004039C.jpg,32.54842896174411,0.9936573859856125
B000403AC.jpg,33.827923964336264,0.9948090512531425
B000403BC.jpg,32.70465997910191,0.9941119241053188
B000403CC.jpg,32.36817533861925,0.9910420466900959
B000403DC.jpg,32.482604567301884,0.9910412806778731
B000403EC.jpg,32.124377415429365,0.9907683846308649
B000403FC.jpg,29.887899717027906,0.981348939014442
B0004040C.jpg,31.84546694918491,0.9910508303363303
B0004041C.jpg,32.49588943087205,0.9915942470999404
B0004042C.jpg,31.451349223985385,0.9920102214674337
